Loan_ID,Borrower_ID,Group_ID,Facility_ID,Portfolio_ID,Borrower_Name,Sector,Geography,Customer_Type,Credit_Rating_Internal,Credit_Rating_External,Low_Credit_Risk_Flag,Loan_Amount_Original,Loan_Amount_Outstanding,Currency,Product_Type,Drawdown_Date,Maturity_Date,Remaining_Term,Interest_Rate_Type,Interest_Rate,Effective_Interest_Rate,Repayment_Type,Repayment_Schedule,PD_12m,PD_Lifetime,LGD,EAD,SICR_Flag,Stage,Default_Flag,Days_Past_Due,Forbearance_Flag,Collateral_Value,Collateral_Type,Guarantee_Amount,Recovery_Strategy,Impairment_Allowance,Impairment_Model_Version,Date_Stage_Changed,ECL_Amount_12m,ECL_Amount_Lifetime,ECL_Scenario_Weights
LN00120,BR00120,GRP009,FAC0044,PORT3,Borrower_120,Banking,USA,Retail,A2,BB,0,322872.01,240610.1,EUR,Term Loan,7/9/20,7/23/24,-365,Fixed,0.1316,0.073,Amortizing,Monthly,0.0542,0.1391,0.21,240610.1,1,2,0,10,0,157051.34,Guarantee,39909.27,Write-off,7028.46,v3.0,1/31/21,2738.62,7028.46,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00121,BR00121,GRP040,FAC0046,PORT4,Borrower_121,Healthcare,Brazil,Retail,B2,A,0,336151.14,332093.91,GBP,Term Loan,10/10/18,6/19/21,-1495,Fixed,0.0513,0.0457,Bullet,Annually,0.3689,0.4844,0.52,332093.91,1,3,1,120,0,240503.86,Receivables,160856.81,Restructure,83650.47,v1.0,6/17/20,63704.91,83650.47,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00122,BR00122,GRP046,FAC0086,PORT6,Borrower_122,Construction,USA,SME,A2,AA,0,236477.35,185108.59,GBP,Term Loan,7/27/18,12/30/22,-936,Variable,0.1244,0.0588,Revolving,Monthly,0.469,0.5401,0.37,185108.59,1,3,1,120,1,178957.74,Real Estate,58881.82,Write-off,36991.55,v2.0,9/4/22,32121.89,36991.55,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00123,BR00123,GRP015,FAC0021,PORT8,Borrower_123,Manufacturing,USA,SME,A1,A,1,886860.96,662078.07,USD,Term Loan,9/15/19,8/20/21,-1433,Fixed,0.071,0.101,Amortizing,Quarterly,0.1956,0.3275,0.61,662078.07,1,2,0,0,0,518022.59,Real Estate,191358.93,Restructure,132266.65,v2.0,5/15/21,78996.51,132266.65,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00124,BR00124,GRP047,FAC0094,PORT9,Borrower_124,Banking,South Africa,SME,B1,AA,1,710414.55,508416.46,INR,Term Loan,11/18/21,8/2/25,10,Variable,0.0484,0.0485,Amortizing,Monthly,0.3303,0.4714,0.25,508416.46,1,3,1,60,1,369861.3,Inventory,48295.56,Restructure,59916.88,v2.0,5/21/25,41982.49,59916.88,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00125,BR00125,GRP043,FAC0034,PORT2,Borrower_125,Healthcare,Brazil,SME,A2,A,0,215681.3,110616,GBP,Term Loan,9/24/21,6/3/25,-50,Fixed,0.0835,0.0404,Amortizing,Annually,0.0937,0.1875,0.44,110616,1,2,0,0,0,57946.19,Inventory,43409.95,Sell Collateral,9125.82,v1.0,3/28/23,4560.48,9125.82,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00126,BR00126,GRP025,FAC0067,PORT7,Borrower_126,Energy,South Africa,SME,C1,AA,0,168108.06,142595.22,USD,Term Loan,4/30/21,9/3/22,-1054,Variable,0.1383,0.0981,Revolving,Monthly,0.0574,0.2076,0.41,142595.22,1,2,0,90,0,22085.91,Receivables,16221.12,Legal Action,12137.13,v1.0,8/29/22,3355.84,12137.13,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00127,BR00127,GRP010,FAC0077,PORT5,Borrower_127,Banking,South Africa,Retail,A1,BBB,0,189421.39,187940.87,BRL,Term Loan,6/29/23,1/3/27,529,Variable,0.1328,0.0915,Revolving,Annually,0.4864,0.6577,0.24,187940.87,1,3,1,10,1,157928.15,Real Estate,18974.44,Write-off,29666.09,v1.0,10/24/25,21939.47,29666.09,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00128,BR00128,GRP027,FAC0034,PORT7,Borrower_128,Healthcare,India,Corporate,C1,BBB,1,575262.05,455227.03,GBP,Term Loan,9/4/16,7/4/18,-2576,Variable,0.0473,0.0557,Revolving,Annually,0.4828,0.5478,0.25,455227.03,1,3,1,0,0,186407.39,Real Estate,121917.42,Write-off,62343.34,v2.0,5/5/17,54945.9,62343.34,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00129,BR00129,GRP007,FAC0030,PORT3,Borrower_129,Banking,South Africa,SME,B1,A,0,922418.28,874928.2,BRL,Term Loan,7/21/15,3/20/19,-2317,Fixed,0.0526,0.0552,Bullet,Annually,0.0199,0.1925,0.35,874928.2,0,1,0,0,0,635691.82,Inventory,215065.76,Sell Collateral,58948.29,v1.0,6/10/18,6093.87,58948.29,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00130,BR00130,GRP016,FAC0005,PORT8,Borrower_130,Manufacturing,Germany,Corporate,A2,A,0,84304.63,72062.31,INR,Term Loan,11/16/23,10/6/25,75,Variable,0.1062,0.0473,Bullet,Monthly,0.2077,0.3748,0.21,72062.31,1,3,1,90,0,61489.26,Cash,30011.43,Sell Collateral,5671.88,v2.0,7/16/25,3143.14,5671.88,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00131,BR00131,GRP037,FAC0100,PORT4,Borrower_131,Retail,South Africa,Retail,A2,A,0,961309.97,708765.33,BRL,Term Loan,1/2/20,12/30/21,-1301,Fixed,0.1338,0.0557,Revolving,Monthly,0.2802,0.3818,0.54,708765.33,1,3,1,30,0,174793.34,Inventory,136992.17,Legal Action,146127.57,v3.0,6/27/20,107241.86,146127.57,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00132,BR00132,GRP030,FAC0039,PORT9,Borrower_132,Energy,India,Corporate,A1,AAA,0,239294.63,192434.03,ZAR,Term Loan,9/28/21,10/15/22,-1012,Variable,0.0974,0.0639,Revolving,Semi-Annually,0.4721,0.629,0.41,192434.03,1,3,1,120,0,62887.22,Guarantee,33551.76,Restructure,49626.81,v2.0,10/30/21,37247.72,49626.81,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00133,BR00133,GRP039,FAC0052,PORT6,Borrower_133,Healthcare,UK,Corporate,A1,B,0,647782.85,602921.17,GBP,Term Loan,10/9/18,4/27/21,-1548,Variable,0.1388,0.0435,Amortizing,Annually,0.138,0.2947,0.35,602921.17,1,2,0,120,0,548488.45,Real Estate,230760.36,Legal Action,62188.3,v2.0,10/21/20,29121.09,62188.3,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00134,BR00134,GRP007,FAC0061,PORT3,Borrower_134,Healthcare,Germany,Corporate,C1,CCC,0,692591.75,567341.24,ZAR,Term Loan,12/31/22,3/30/25,-115,Variable,0.1085,0.1057,Bullet,Semi-Annually,0.2431,0.4342,0.62,567341.24,1,3,1,30,0,149223.38,Cash,248635.82,Sell Collateral,152730.53,v2.0,3/17/25,85510.81,152730.53,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00135,BR00135,GRP044,FAC0049,PORT9,Borrower_135,Banking,India,Retail,A2,AA,0,275348.05,178157.23,GBP,Term Loan,9/19/18,10/19/21,-1373,Variable,0.1485,0.0364,Amortizing,Quarterly,0.4271,0.5477,0.67,178157.23,1,3,1,120,0,98063.02,Guarantee,79228.84,Legal Action,65376.4,v1.0,6/13/21,50980.94,65376.4,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00136,BR00136,GRP049,FAC0100,PORT2,Borrower_136,Retail,Brazil,SME,B2,BBB,0,986907.57,648109.14,INR,Term Loan,9/24/18,4/8/23,-837,Variable,0.0306,0.0996,Revolving,Quarterly,0.0384,0.1562,0.3,648109.14,0,1,0,0,0,157225.84,Guarantee,186745.82,Restructure,30370.39,v2.0,12/22/22,7466.22,30370.39,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00137,BR00137,GRP003,FAC0039,PORT5,Borrower_137,Construction,South Africa,Corporate,C1,BB,0,37557.8,18856.34,ZAR,Term Loan,12/15/20,1/9/23,-926,Fixed,0.0711,0.0753,Amortizing,Semi-Annually,0.3695,0.4534,0.25,18856.34,1,3,1,30,0,2993.6,Cash,2886.11,Legal Action,2137.37,v2.0,1/3/21,1741.85,2137.37,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00138,BR00138,GRP050,FAC0069,PORT10,Borrower_138,Manufacturing,Brazil,Retail,A1,B,0,732625.45,414375.07,USD,Term Loan,7/24/17,10/26/19,-2097,Fixed,0.08,0.1013,Amortizing,Monthly,0.3697,0.5082,0.56,414375.07,1,3,1,10,1,280237.29,Receivables,77735.2,Sell Collateral,117927.83,v2.0,7/12/19,85788.9,117927.83,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00139,BR00139,GRP007,FAC0066,PORT10,Borrower_139,Manufacturing,Germany,Retail,A1,BBB,1,701288.19,571659.04,EUR,Term Loan,9/19/16,11/13/18,-2444,Variable,0.1298,0.0861,Bullet,Semi-Annually,0.1575,0.3067,0.46,571659.04,1,2,0,120,0,272648.88,Inventory,200288.28,Sell Collateral,80650.8,v1.0,10/29/16,41416.7,80650.8,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00140,BR00140,GRP006,FAC0100,PORT9,Borrower_140,Manufacturing,South Africa,Corporate,A1,A,0,912149.49,769947.17,INR,Term Loan,2/23/21,12/5/24,-230,Variable,0.0617,0.1052,Bullet,Monthly,0.2455,0.3307,0.65,769947.17,1,3,1,0,0,180344.76,Cash,257555.77,Restructure,165503.99,v2.0,3/2/23,122864.32,165503.99,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00141,BR00141,GRP029,FAC0080,PORT5,Borrower_141,Healthcare,USA,SME,B1,AA,1,326452.96,283775.8,INR,Term Loan,12/28/23,10/13/28,1178,Variable,0.0626,0.0425,Amortizing,Annually,0.0565,0.2202,0.2,283775.8,1,2,0,0,0,112316.97,Inventory,91829.65,Legal Action,12497.49,v1.0,9/24/24,3206.67,12497.49,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00142,BR00142,GRP023,FAC0079,PORT1,Borrower_142,Healthcare,South Africa,Retail,B2,BBB,1,981937.79,905518.41,INR,Term Loan,10/22/22,2/19/24,-520,Variable,0.0355,0.0911,Amortizing,Semi-Annually,0.0608,0.2475,0.6,905518.41,1,2,0,60,0,400036.03,Real Estate,82067.39,Legal Action,134469.48,v3.0,1/12/24,33033.31,134469.48,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00143,BR00143,GRP036,FAC0079,PORT1,Borrower_143,Manufacturing,South Africa,Retail,C1,CCC,0,532641.11,452899.46,INR,Term Loan,10/17/18,9/14/22,-1043,Fixed,0.039,0.0897,Amortizing,Semi-Annually,0.0567,0.206,0.44,452899.46,1,2,0,10,0,105882.92,Cash,145245.87,Sell Collateral,41050.81,v2.0,1/28/19,11298.94,41050.81,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00144,BR00144,GRP032,FAC0096,PORT1,Borrower_144,Manufacturing,India,SME,A1,BB,0,559485.66,385663.98,USD,Term Loan,9/7/20,12/7/22,-959,Variable,0.1368,0.1071,Revolving,Quarterly,0.4104,0.4722,0.42,385663.98,1,3,1,60,0,79769.26,Inventory,86209.04,Sell Collateral,76486.42,v2.0,11/1/20,66476.13,76486.42,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00145,BR00145,GRP041,FAC0038,PORT9,Borrower_145,Energy,Germany,Corporate,A1,AAA,0,345333.17,305173.75,INR,Term Loan,7/2/17,1/17/21,-1648,Fixed,0.1286,0.0983,Revolving,Annually,0.304,0.4615,0.26,305173.75,1,3,1,30,0,124273.28,Real Estate,33835.7,Sell Collateral,36617.8,v3.0,8/7/18,24120.93,36617.8,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00146,BR00146,GRP008,FAC0099,PORT8,Borrower_146,Construction,South Africa,Corporate,C1,AA,0,931611.93,648819.49,USD,Term Loan,2/7/17,10/12/18,-2476,Fixed,0.0964,0.0342,Amortizing,Annually,0.234,0.4012,0.58,648819.49,1,3,1,120,0,457370.76,Receivables,205429.38,Legal Action,150977.7,v3.0,9/22/18,88057.78,150977.7,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00147,BR00147,GRP022,FAC0038,PORT8,Borrower_147,Retail,UK,SME,C1,B,0,121482.88,100680.26,BRL,Term Loan,12/12/16,8/31/18,-2518,Variable,0.1312,0.0923,Revolving,Semi-Annually,0.307,0.4053,0.5,100680.26,1,3,1,60,0,46119.92,Receivables,12496.37,Legal Action,20402.85,v1.0,7/14/17,15454.42,20402.85,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00148,BR00148,GRP023,FAC0072,PORT8,Borrower_148,Energy,Brazil,Corporate,B2,B,0,692879.07,665576.78,BRL,Term Loan,12/31/21,8/17/24,-340,Variable,0.1353,0.0925,Amortizing,Monthly,0.075,0.2316,0.45,665576.78,1,2,0,10,0,135687.63,Receivables,107284.79,Restructure,69366.41,v1.0,1/25/23,22463.22,69366.41,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00149,BR00149,GRP035,FAC0005,PORT6,Borrower_149,Construction,USA,Corporate,C1,CCC,1,676849.1,406076.44,ZAR,Term Loan,8/18/16,12/4/17,-2788,Variable,0.0585,0.0356,Revolving,Semi-Annually,0.3776,0.4517,0.27,406076.44,1,3,1,30,0,115163.61,Real Estate,159254.53,Write-off,49524.68,v2.0,3/19/17,41400.31,49524.68,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00150,BR00150,GRP041,FAC0091,PORT6,Borrower_150,Energy,Brazil,Corporate,C1,AA,0,326400.9,253307.43,EUR,Term Loan,11/3/23,9/5/28,1140,Variable,0.0839,0.1003,Revolving,Monthly,0.0164,0.1041,0.51,253307.43,0,1,0,0,0,214547.63,Cash,110203.69,Legal Action,13448.34,v3.0,9/20/26,2118.66,13448.34,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00151,BR00151,GRP021,FAC0077,PORT1,Borrower_151,Healthcare,Brazil,Corporate,B1,BBB,0,59821.55,38259.24,BRL,Term Loan,5/3/16,6/14/19,-2231,Variable,0.0387,0.072,Revolving,Semi-Annually,0.1395,0.2136,0.2,38259.24,1,2,0,30,0,5201.21,Receivables,17933.91,Legal Action,1634.43,v1.0,4/4/19,1067.43,1634.43,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00152,BR00152,GRP031,FAC0072,PORT1,Borrower_152,Manufacturing,South Africa,SME,B2,AA,0,176183.08,135932.31,BRL,Term Loan,10/7/15,8/6/19,-2178,Fixed,0.1451,0.0564,Revolving,Semi-Annually,0.2077,0.3101,0.37,135932.31,1,3,1,10,0,89233.11,Inventory,64588.8,Restructure,15596.47,v2.0,3/15/17,10446.26,15596.47,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00153,BR00153,GRP007,FAC0022,PORT9,Borrower_153,Energy,USA,Corporate,A1,AA,0,44211.62,33531.59,EUR,Term Loan,1/21/21,8/23/23,-700,Variable,0.1303,0.1108,Bullet,Annually,0.3875,0.5146,0.22,33531.59,1,3,1,90,0,18861.69,Real Estate,3227.62,Legal Action,3796.18,v1.0,5/6/22,2858.57,3796.18,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00154,BR00154,GRP041,FAC0052,PORT7,Borrower_154,Banking,USA,SME,A1,BB,1,57128.59,30656.57,ZAR,Term Loan,1/15/23,11/24/25,124,Fixed,0.1207,0.0505,Revolving,Monthly,0.0972,0.185,0.49,30656.57,1,2,0,0,0,13771.83,Real Estate,3964.63,Sell Collateral,2779.02,v3.0,8/20/23,1460.11,2779.02,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00155,BR00155,GRP035,FAC0038,PORT3,Borrower_155,Banking,South Africa,Corporate,B1,AAA,0,315323.7,171300.42,BRL,Term Loan,4/2/18,2/4/23,-900,Fixed,0.0448,0.0441,Bullet,Annually,0.385,0.5007,0.22,171300.42,1,3,1,60,0,132257.37,Receivables,18831.55,Restructure,18869.43,v2.0,6/6/19,14509.15,18869.43,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00156,BR00156,GRP004,FAC0097,PORT9,Borrower_156,Construction,South Africa,Corporate,A1,A,0,227502.2,216767.28,GBP,Term Loan,5/24/23,4/27/26,278,Fixed,0.0537,0.0475,Revolving,Annually,0.4272,0.4986,0.62,216767.28,1,3,1,10,1,177682.85,Guarantee,19656.24,Sell Collateral,67009.7,v1.0,9/15/24,57413.85,67009.7,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00157,BR00157,GRP021,FAC0055,PORT3,Borrower_157,Manufacturing,Germany,Retail,A2,B,0,627125.46,595806.37,INR,Term Loan,2/14/16,9/19/18,-2499,Variable,0.1308,0.0924,Bullet,Semi-Annually,0.1657,0.2833,0.53,595806.37,1,2,0,90,0,363546.57,Inventory,45398.94,Write-off,89459.73,v2.0,2/15/17,52324.31,89459.73,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00158,BR00158,GRP005,FAC0094,PORT2,Borrower_158,Manufacturing,Brazil,Corporate,A1,CCC,0,497231.95,275673.51,INR,Term Loan,9/9/23,5/26/26,307,Fixed,0.1388,0.0785,Revolving,Semi-Annually,0.3263,0.3886,0.27,275673.51,1,3,1,30,0,247472.73,Receivables,36283.41,Write-off,28924.22,v3.0,11/10/25,24287.11,28924.22,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00159,BR00159,GRP040,FAC0088,PORT3,Borrower_159,Energy,UK,SME,A2,AA,0,404648.38,382683.57,BRL,Term Loan,8/31/16,9/19/19,-2134,Fixed,0.1183,0.0657,Amortizing,Semi-Annually,0.2989,0.4775,0.46,382683.57,1,3,1,10,0,266504.91,Real Estate,96085.58,Legal Action,84056.45,v2.0,12/18/17,52616.69,84056.45,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00160,BR00160,GRP042,FAC0042,PORT2,Borrower_160,Healthcare,Brazil,Corporate,B1,CCC,0,382046.48,199200.65,BRL,Term Loan,9/15/15,3/9/18,-2693,Fixed,0.0752,0.1126,Amortizing,Semi-Annually,0.1113,0.2975,0.39,199200.65,1,2,0,30,0,27074.2,Receivables,87802.86,Restructure,23112.26,v3.0,5/29/16,8646.7,23112.26,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00161,BR00161,GRP033,FAC0083,PORT5,Borrower_161,Retail,UK,Retail,A2,A,0,526044.35,355842.18,USD,Term Loan,3/22/19,6/20/21,-1494,Fixed,0.0798,0.1094,Amortizing,Monthly,0.4352,0.5582,0.2,355842.18,1,3,1,60,0,109240.59,Inventory,78267.26,Write-off,39726.22,v2.0,10/23/19,30972.5,39726.22,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00162,BR00162,GRP004,FAC0022,PORT5,Borrower_162,Retail,Brazil,SME,C1,BB,0,654314.05,461585.59,ZAR,Term Loan,8/16/21,7/12/23,-742,Variable,0.1437,0.0867,Bullet,Annually,0.1294,0.1986,0.28,461585.59,1,2,0,90,0,283894.69,Receivables,9044.97,Write-off,25667.85,v2.0,2/6/22,16724.17,25667.85,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00163,BR00163,GRP005,FAC0030,PORT7,Borrower_163,Construction,UK,Retail,A1,AA,0,608821.94,546300.82,BRL,Term Loan,6/17/17,10/5/20,-1752,Variable,0.1292,0.0917,Revolving,Monthly,0.412,0.4893,0.28,546300.82,1,3,1,120,0,347928.08,Cash,251940.81,Write-off,74845.4,v3.0,9/4/17,63021.26,74845.4,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00164,BR00164,GRP027,FAC0048,PORT1,Borrower_164,Healthcare,Brazil,SME,A2,CCC,0,513262.62,286789.7,INR,Term Loan,10/16/23,10/8/27,807,Variable,0.1007,0.1144,Revolving,Monthly,0.2463,0.3158,0.2,286789.7,1,3,1,90,0,140052.93,Inventory,97301.92,Legal Action,18113.64,v2.0,6/19/26,14127.26,18113.64,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00165,BR00165,GRP001,FAC0049,PORT4,Borrower_165,Healthcare,Germany,SME,B1,AAA,1,911883.65,494157.77,ZAR,Term Loan,8/3/23,11/21/25,121,Variable,0.0614,0.101,Revolving,Annually,0.3032,0.4348,0.55,494157.77,1,3,1,30,1,101819.11,Receivables,142808.42,Sell Collateral,118172.89,v3.0,5/11/24,82405.75,118172.89,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00166,BR00166,GRP026,FAC0095,PORT3,Borrower_166,Healthcare,USA,Corporate,A2,BBB,0,759872.46,536936.58,EUR,Term Loan,8/19/22,11/9/25,109,Fixed,0.0557,0.119,Amortizing,Semi-Annually,0.3941,0.5165,0.44,536936.58,1,3,1,30,0,427817.66,Receivables,155081.02,Restructure,122024.21,v1.0,10/23/24,93106.95,122024.21,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00167,BR00167,GRP026,FAC0079,PORT9,Borrower_167,Banking,South Africa,Corporate,A1,CCC,0,808281.97,736852.26,ZAR,Term Loan,2/17/22,2/27/23,-877,Variable,0.0827,0.0372,Bullet,Semi-Annually,0.2411,0.3811,0.31,736852.26,1,3,1,0,1,328557.57,Cash,13910.05,Restructure,87052.46,v3.0,11/5/22,55073.07,87052.46,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00168,BR00168,GRP023,FAC0086,PORT7,Borrower_168,Construction,Brazil,Retail,C1,AAA,0,247037.55,144453.09,USD,Term Loan,10/13/20,9/12/25,51,Fixed,0.096,0.0442,Revolving,Semi-Annually,0.0277,0.1136,0.2,144453.09,0,1,0,0,0,115808.85,Guarantee,71996.66,Sell Collateral,3281.97,v1.0,3/7/24,800.27,3281.97,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00169,BR00169,GRP033,FAC0033,PORT9,Borrower_169,Energy,Germany,Corporate,B2,BBB,0,931119.56,733213.23,EUR,Term Loan,3/7/17,9/23/20,-1764,Variable,0.1453,0.0753,Amortizing,Annually,0.1379,0.249,0.48,733213.23,1,2,0,0,0,150534.61,Receivables,124633.75,Restructure,87633.65,v2.0,10/31/17,48532.85,87633.65,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00170,BR00170,GRP017,FAC0032,PORT5,Borrower_170,Manufacturing,India,Corporate,B1,AAA,0,395019.78,353277.25,EUR,Term Loan,11/22/17,4/9/19,-2297,Variable,0.0677,0.0618,Bullet,Semi-Annually,0.118,0.2732,0.41,353277.25,1,2,0,30,0,258152.65,Cash,94616.82,Legal Action,39571.29,v2.0,12/4/18,17091.55,39571.29,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00171,BR00171,GRP006,FAC0087,PORT8,Borrower_171,Energy,USA,Corporate,A1,CCC,0,740720.48,693589.36,BRL,Term Loan,3/28/17,7/21/19,-2194,Variable,0.0891,0.062,Revolving,Semi-Annually,0.1113,0.1917,0.62,693589.36,1,2,0,10,0,144190.74,Inventory,270131.72,Legal Action,82435.87,v3.0,1/8/18,47861.83,82435.87,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00172,BR00172,GRP008,FAC0090,PORT9,Borrower_172,Construction,Germany,Corporate,A1,AAA,0,755166,426006.49,INR,Term Loan,6/18/19,9/14/21,-1408,Fixed,0.0691,0.1074,Revolving,Semi-Annually,0.2676,0.3811,0.37,426006.49,1,3,1,90,1,217892.28,Cash,165270.06,Sell Collateral,60069.9,v1.0,3/19/20,42179.75,60069.9,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00173,BR00173,GRP044,FAC0030,PORT2,Borrower_173,Healthcare,Germany,Retail,C1,BBB,0,356234.53,210875.47,EUR,Term Loan,4/14/20,9/20/24,-306,Fixed,0.126,0.0706,Revolving,Quarterly,0.2177,0.3306,0.4,210875.47,1,3,1,30,0,206941.63,Inventory,60248.15,Restructure,27886.17,v1.0,8/25/22,18363.04,27886.17,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00174,BR00174,GRP004,FAC0028,PORT5,Borrower_174,Construction,South Africa,Retail,B2,B,0,995650.53,920673.02,GBP,Term Loan,8/8/20,5/10/22,-1170,Variable,0.0972,0.0811,Amortizing,Semi-Annually,0.2633,0.4214,0.48,920673.02,1,3,1,60,0,664255.33,Real Estate,183398.94,Write-off,186226.37,v1.0,8/2/21,116358.34,186226.37,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00175,BR00175,GRP025,FAC0079,PORT5,Borrower_175,Construction,South Africa,Retail,A2,B,0,214978.95,169392.07,GBP,Term Loan,8/15/22,1/6/27,532,Variable,0.1058,0.0739,Revolving,Annually,0.3281,0.4043,0.54,169392.07,1,3,1,30,0,152566.22,Real Estate,62380.85,Restructure,36982.02,v1.0,7/18/24,30011.87,36982.02,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00176,BR00176,GRP034,FAC0058,PORT7,Borrower_176,Retail,UK,Retail,A2,B,1,330540.68,213422.9,GBP,Term Loan,7/23/17,4/25/20,-1915,Fixed,0.0553,0.1003,Amortizing,Monthly,0.1411,0.2878,0.64,213422.9,1,2,0,30,0,164998.51,Real Estate,100177.49,Restructure,39310.79,v2.0,2/4/19,19272.94,39310.79,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00177,BR00177,GRP019,FAC0057,PORT3,Borrower_177,Retail,Brazil,Retail,A1,AAA,0,775515.03,590935.78,GBP,Term Loan,8/9/15,9/30/16,-3218,Variable,0.0861,0.1097,Revolving,Semi-Annually,0.498,0.5636,0.53,590935.78,1,3,1,90,1,190669.49,Receivables,91409.09,Write-off,176517.24,v1.0,7/31/16,155971.59,176517.24,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00178,BR00178,GRP006,FAC0057,PORT5,Borrower_178,Banking,India,SME,A2,A,1,599014.31,436245.18,BRL,Term Loan,1/17/21,1/14/23,-921,Fixed,0.0713,0.0579,Amortizing,Monthly,0.377,0.5586,0.52,436245.18,1,3,1,60,0,255509.37,Inventory,75725.25,Write-off,126717.01,v2.0,1/26/21,85521.51,126717.01,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00179,BR00179,GRP025,FAC0049,PORT4,Borrower_179,Banking,USA,SME,A2,BB,0,802005.48,640402.88,BRL,Term Loan,8/4/23,1/1/27,527,Variable,0.0642,0.0655,Revolving,Semi-Annually,0.4004,0.5326,0.48,640402.88,1,3,1,10,0,488887.45,Inventory,52279.13,Legal Action,163717.72,v1.0,8/11/24,123080.31,163717.72,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
